Life expectancy ,Adult Mortality,GDP
68.5,183,3687.953996
68.3,185,3634.27685
68.1,187,3113.48635
67.9,189,2254.44566
67.7,189,216.52766
67.5,19,1855.93915
67.3,191,1586.254
67.2,19,126.928834
65.3,213,1148.56996
66.9,189,164.59447
66.7,189,899.5556857
66.5,188,747.9817455
66.3,188,78.92744
78,16,5245.187372
78.6,97,4697.11135
77.7,12,4425.57467
78,1,4167.71417
78.3,99,462.14965
77.5,1,3981.52847
77.6,98,388.363689
78,95,11579.6674
77.8,97,13467.46827
77.7,97,13574.749
77.1,14,13235.97757
77,14,14539.18421
76.6,16,1355.74586
76.3,19,14157.14416
76,116,15893.8656
75.8,114,13546.69872
75.9,113,11363.41845
75.2,116,1224.2459
75.4,114,9365.742468
74.7,122,785.881418
74.8,124,653.71637
74.9,126,5245.421419
74.7,127,4919.62869
79.1,92,762.261218
79,93,75.5199
78.7,96,676.15344
78.7,96,6425.941119
78.8,92,675.92436
78,98,5676.14143
78.1,11,5484.7763
77.9,12,5376.447622
78.1,14,5184.494227
78,14,4669.6916
77.2,19,3779.577
77.3,17,339.716256
77.4,18,3192.669378
77.7,19,2994.339988
76.7,115,2832.188893
76.9,115,2741.11542
85,52,2375.1127
83,53,2734.88382
81,54,2797.96736
80,56,28951.15556
79.7,57,32233.83942
79.5,59,3818.46396
79.3,6,3215.8159
79.1,62,3539.7488
78.9,63,31386.63265
78.8,64,27169.99256
78.7,65,25324.48666
78.6,65,23932.49128
78.5,66,2293.4789
78.4,68,16372.29152
78.2,69,1562.92433
78.1,7,14672.8826
68.9,182,4974.2693
67.9,199,673.74737
69.5,17,6925.22446
76,147,6651.12242
77,144,5854.614497
76,145,452.74948
74,148,3735.144836
69.3,167,4521.3247
65.9,227,3129.224922
64.7,249,2351.812429
66.8,29,1849.63911
67.2,21,1391.816923
81.4,64,6664.144
81.2,66,5553.32623
81,67,5234.76736
85,69,49231.36254
84,7,52567.52568
86,68,48538.58776
79.7,77,51983.78892
79.8,75,61235.415
79.5,75,61388.17457
79,78,54326.9713
78.7,78,5886.82789
78.3,82,47631.6377
78,82,4117.15532
77.4,88,32539.1937
77,89,28223.55528
76.4,94,26241.91883
82.5,58,35729.37253
82.2,6,37582.84624
82.1,61,36393.66932
81.8,6,32569.59683
81.8,61,33657.15727
81.7,61,3661.994
81.5,63,27795.87671
81,65,29657.4421
84,68,258.637
84,68,2195.1769
80,71,2611.17931
81,69,19888.172
79.7,71,18946.99942
79.3,74,18431.15696
79.3,74,236.19646
78.9,76,2152.1432
82.7,56,349.14755
82.5,57,35396.66517
82.3,58,3537.27441
82,6,34814.12436
82,6,38334.68477
81.8,6,35849.37364
84,68,258.637
84,68,2195.1769
80,71,2611.17931
81,69,19888.172
79.7,71,18946.99942
79.3,74,18431.15696
79.3,74,236.19646
78.9,76,2152.1432
82.7,56,349.14755
82.5,57,35396.66517
82.3,58,3537.27441
82,6,34814.12436
82,6,38334.68477
81.8,6,35849.37364
84,68,258.637
84,68,2195.1769
80,71,2611.17931
81,69,19888.172
79.7,71,18946.99942
79.3,74,18431.15696
79.3,74,236.19646
78.9,76,2152.1432
82.7,56,349.14755
82.5,57,35396.66517
82.3,58,3537.27441
82,6,34814.12436
82,6,38334.68477
81.8,6,35849.37364
81.6,61,36976.84512
81.5,61,464.18465
81.3,63,37698.78573
81.2,65,3341.7482
88,66,31959.26215
89,66,31174.56118
79.9,72,27387.2258
80,72,22196.5736
79.8,75,24.819
79.4,77,251.2426
76.2,125,4965.989857
75.8,133,4855.743789
75.6,136,56.144952
75.3,138,521.33363
75.2,139,513.549487
75,138,4682.728424
74.7,142,4293.383274
74.5,145,492.492378
74.2,148,462.517913
74,15,4313.1682
73.5,161,482.24762
73.3,165,3719.97351
73.1,166,3465.221998
73,167,3596.496282
72.7,171,3394.878
72.6,171,336.8742
83.7,55,34474.13736
83.5,57,3896.21151
83.5,56,4454.44746
83.3,58,4863.47665
82.5,64,48167.99727
83,62,4457.67639
83,64,4855.17564
82.7,66,39339.29757
82.6,67,35275.22843
82.4,68,35433.98896
82,69,37217.64873
82.1,68,37688.72234
81.9,7,3488.3992
81.8,7,32289.3554
81.5,72,33846.46564
81.1,74,38532.488
74.1,112,496.99275
74,113,466.94775
73.9,114,3992.86717
73.7,115,387.753211
73.6,116,387.324145
73.4,117,3679.19275
73.3,118,3492.1396
73.1,119,3385.69665
73,12,2762.86354
72.8,121,2537.349
72.4,127,223.83787
72.5,125,261.456882
72.3,127,1889.213962
72.1,129,1812.288374
71.9,131,1728.2659
71.7,133,1657.889256
72,198,159.9817
69.9,22,1286.56511
69.5,28,1389.8561
69.1,214,12387.18982
68.5,224,11634.42422
67.8,236,97.649972
67.8,235,7165.2775
66.6,258,8513.564645
65.3,288,6771.414797
65,295,5291.57565
64.6,294,3771.278957
64.7,287,2874.288291
64.4,282,268.123657
64.7,276,1658.31146
64.4,284,149.926751
63.9,292,1229.958
63.4,249,1349.97144
62.9,255,1335.6458
62.6,258,1229.114798
62.1,263,1155.2582
61.2,278,987.4453967
63,294,967.34773
59.1,317,92.816252
57.9,339,916.8992515
56.8,356,839.181117
55.3,388,697.66385
54.1,412,519.7999346
53,432,458.8843551
52.4,437,436.6875357
52.1,437,395.8493511
51.9,434,41.7763612
51.9,428,43.9797132
66.3,198,1424.483611
66.1,2,1684.54274
65.8,22,1724.361737
65.7,24,1763.815497
65.5,26,1692.613277
65.3,27,1493.1651
65.2,28,1297.285141
65.1,21,1413.3234
65,211,1357.632211
65,212,1151.555618
64.9,213,1214.556667
64.8,214,113.6286
64.7,215,115.3865
64.6,217,826.58554
64.3,219,734.9492461
64.1,222,796.7937634
74.7,81,28975.418
74.6,82,42996.4812
74.5,83,48399.9581
74.3,84,51264.7134
74.2,85,48268.5912
74,86,38497.61696
73.9,87,37567.3121
73.8,88,55571.9986
73.7,89,45793.97614
73.6,89,42717.55725
73.6,9,3549.26132
73.5,91,26921.8278
73.4,93,2271.56961
73.3,94,17789.41981
73.2,95,1654.96761
73.2,96,18389.38433
64.8,225,645.4637627
64.2,234,571.1622759
63.7,237,52.1535887
63.3,241,468.567249
62.6,249,354.8463544
61.8,261,341.39992
68,274,379.7566385
59.8,289,325.3825543
58.5,39,243.326822
57.2,328,193.794956
56,343,161.6266248
55,354,135.7623858
54,363,118.8734466
53.2,369,111.3634356
52.5,372,12.1789279
74.6,153,13666.58336
74.4,156,15725.1374
74.1,161,1532.22924
73.8,163,13822.8559
73.6,169,1372.68947
72.8,18,11326.21947
72.6,184,12219.37379
71.9,199,16348.53121
78,221,1444.1589
75,229,9667.9757
76,216,7558.7426
71,26,6351.8125
78,29,5134.95694
73,219,4132.34927
69.9,228,3572.8513
71,218,3352.731296
74.9,98,846.632851
74.8,99,8161.4614
74.9,97,846.285153
75,93,8787.94668
75,93,8734.9653
74.9,94,8763.826274
74.7,95,84.268878
74.5,98,712.775759
74.4,98,614.271115
74.1,1,5372.65899
73.9,11,5339.441291
73.7,13,5424.22356
73.5,15,5425.6697
73.2,17,5436.595223
73,11,5253.122599
72.7,112,5334.93329
53.7,484,173.82893
52.1,522,1174.839214
52.1,518,1196.1335
52.2,513,1281.516
52.3,52,1352.38433
51.1,527,1173.26212
49.4,566,923.136931
47.8,592,934.428563
46.2,633,918.432717
45.3,654,915.775754
44.5,675,862.9463118
44.8,666,781.5145936
45.5,648,63.636279
46.4,622,47.89395
47.8,586,437.819184
49.3,543,474.8197876
61.4,259,452.38717
58.1,329,458.4651734
61.1,258,454.1222236
67,261,415.361958
62,266,379.689583
59.7,272,327.42597
59.2,277,33.667491
58.6,281,232.61732
57.9,286,21.3733292
56.7,32,178.92799
55.3,316,168.648254
54,329,149.4452549
50,42,133.494518
56,371,177.285187
51.5,333,174.1815473
51.9,39,183.4149991
71.3,161,562.549434
72.8,132,1212.56217
72.7,132,1296.97353
72.6,132,14396.4865
72.5,132,1138.56661
72.2,134,9344.987518
71.9,138,8171.361651
71.5,141,586.8364
71.3,144,4676.96753
71.1,146,375.442638
71,147,6269.58123
78,148,7145.628494
73.6,165,14252.42853
73.4,169,16554.97139
73,178,15712.82376
73,176,14341.836
72.8,18,14357.73679
72.4,188,11984.86857
72.2,192,11837.3913
71.1,224,14961.56818
72,24,12297.91535
76,229,924.642548
78,222,7863.1629
71.6,24,676.966998
71.6,22,555.535669
71.4,22,4146.987928
71.2,21,353.147337
71.6,2,3297.35471
82,63,1199.8223
81.7,65,119172.7418
81.4,68,113751.85
81.1,7,16749.136
88,72,115761.577
86,73,14965.361
83,76,13198.6693
80,8,114293.8433
79.7,82,1618.4928
79.4,85,89739.7117
78.8,9,8289.69641
78.7,92,75716.3518
78.6,92,65445.8853
78.3,95,5293.64115
78,96,48179.4285
77.8,98,48735.99549
65.5,22,41.8575951
65.1,225,452.4631926
64.7,23,461.723722
64.3,235,443.9611
63.8,241,454.963464
63.3,248,412.739341
62.8,254,415.6893226
62.3,259,47.733254
61.9,261,377.8482928
61.4,263,292.157443
69,265,274.819723
64,267,245.1235876
59.9,268,316.7998965
59.3,271,262.2859481
58.7,276,278.555732
57.9,283,245.939659
58.3,365,362.6575444
57.6,377,354.7253961
56.7,394,332.922339
55.3,42,374.51882
54.1,441,512.125451
52.9,462,458.8681744
51.5,491,42.7379657
50,525,372.842678
48.5,559,32.2227274
47.1,587,297.6971211
46,66,28.3673842
45.1,615,274.2256294
44.6,613,26.152517
44,67,29.9798977
43.5,599,146.7615397
43.1,588,153.2594872
75,123,9643.644683
74.8,126,11183.96191
74.6,128,1882.27842
74.5,129,1779.49641
74.3,13,145.1262
74.1,131,971.356987
74,131,7326.744435
73.8,132,8513.629541
73.7,133,7269.17114
73.6,134,6222.982955
73.4,135,5593.822995
73.2,137,4955.477743
73.1,138,4463.675893
72.9,14,4167.364387
72.7,144,3915.11546
72.4,149,445.17471
78.5,61,8395.785198
78.2,62,7716.2415
77.9,64,7112.33575
77.6,65,6541.7465
77.3,67,6497.55443
76.7,73,633.79498
76.3,75,597.1659
75.9,81,5828.621374
75.4,82,52.862285
75,88,4428.522898
74.3,93,3488.493769
73.4,16,3853.33348
72.7,112,3432.247841
71.8,124,32.37239
78,129,298.67598
69.6,139,2182.99711
58.2,266,729.725338
57.8,272,825.5729915
57.3,275,777.659139
57.2,27,777.3476868
56.8,271,835.88998
56.5,273,78.377632
56,276,697.153124
55.5,278,689.6784228
55,282,595.6368319
54.3,288,521.6425796
53.6,29,487.942556
52.8,296,439.3572924
52,299,391.791281
51.2,31,334.22416
55,34,36.8473237
49.8,37,269.3483829
81.7,54,23819.4636
81.4,55,2618.92599
81.1,57,2393.1888
81,58,2193.8836
87,59,22821.847
83,62,2187.79469
82,63,2675.58259
80,64,21928.767
79.6,65,19375.5696
79.3,66,16671.5672
79,67,15835.34667
78.7,69,1519.5497
78.5,71,13689.98999
78.2,75,11843.9392
77.8,79,1121.78636
77.5,8,1139.5651
63.1,25,1158.256469
63,26,1326.66882
62.7,28,145.57838
62.5,29,1364.283745
62.2,212,1393.261593
62,214,123.383675
61.7,215,146.83851
61.4,217,1167.535689
61.2,219,113.3128
69,221,944.134851
66,223,697.7451989
64,224,62.547286
63,226,528.586613
62,228,46.9542322
61,229,464.229758
60,23,477.476124
74.6,146,9252.11724
74.2,148,1153.93822
74.1,147,9637.265
73.9,154,9291.227619
73.6,158,9197.26972
73.3,163,8.376432
72.8,166,7318.12641
72.7,166,83.635
72.9,161,6574.654338
71.8,165,5695.969327
72.1,168,5116.45424
71.9,168,5229.876738
71.5,174,4623.347642
71.5,179,3957.51296
71.5,177,3792.182152
71,177,3861.32414
76.7,122,9143.128494
76.6,122,1452.27766
76.6,12,1298.86766
76.3,123,982.532572
76.1,124,9834.472689
75.6,127,8959.581416
75.7,13,7748.12331
75.6,127,9689.52887
76,123,933.341687
75.8,125,8767.92258
75.3,126,7986.798439
75.4,124,7199.59665
75,127,6751.998987
75,127,716.8219
75,126,731.378864
74.8,129,672.92113
64.8,225,645.4637627
64.2,234,571.1622759
63.7,237,52.1535887
63.3,241,468.567249
62.6,249,354.8463544
61.8,261,341.39992
68,274,379.7566385
59.8,289,325.3825543
58.5,39,243.326822
57.2,328,193.794956
56,343,161.6266248
55,354,135.7623858
54,363,118.8734466
53.2,369,111.3634356
52.5,372,12.1789279
68.8,222,3944.1839
68.4,225,4181.583321
68.1,227,4385.379355
67.8,231,4368.82248
67.3,235,3769.595255
66.3,25,265.353659
66.9,235,1717.898761
67.4,225,2139.625631
65.9,26,1634.81431
65,271,1334.651896
64.5,274,998.8226671
64,284,797.8377432
64,271,646.561295
63.8,263,571.51883
63.2,266,524.145924
62.8,274,474.2133361
76.1,16,6461.192554
75.9,17,7378.345289
75.8,19,7186.429787
75.6,11,6586.71929
75.4,113,7318.742449
75.3,115,6682.281158
75,117,6698.79439
74.6,121,7325.73474
74.2,125,5957.145693
73.8,13,4383.59597
73.6,133,3674.617924
73.5,134,338.199535
73.5,134,2789.1735
73.4,136,216.243274
73.3,136,199.583957
73,144,1627.42893
74.3,95,2847.285569
74.1,96,3154.513484
73.9,97,3111.762887
73.6,99,294.746728
73.3,14,339.91616
72.8,11,2834.2472
72.3,116,2861.5545
71.8,123,2884.94776
71.4,128,2494.353552
71,133,2191.478567
77,137,213.755559
72,142,1948.812275
69.9,146,1721.973863
69.5,15,1413.757176
69,155,1336.775376
68.6,16,1332.382358
57.6,355,528.3125597
56.7,375,623.2871141
55.3,46,65.985681
54.8,48,566.513873
54.3,47,526.5313517
54,47,419.2258149
53.8,4,463.852618
53.2,45,53.127719
52.1,425,422.1461573
51.2,434,385.7567141
58,434,369.1545359
54,429,336.3318145
51,424,283.8911588
49.8,416,262.884551
49.5,48,256.4414872
49,43,277.6486591
66.6,199,1194.59137
66.4,21,1262.893782
66.2,22,1168.83947
65.9,25,1171.58257
65.6,27,1186.423937
65.4,29,987.7365832
65.2,211,741.777116
59.2,296,643.951373
64.5,217,41.451
64.2,22,296.97284
63.9,224,247.24276
63.5,228,219.8156688
63.2,231,219.782326
62.8,235,143.77651
62.5,239,138.9249275
62.1,243,193.187484
65.8,248,4737.66996
65.9,242,5421.343953
66.1,232,5488.131712
65.8,232,5749.44752
64.3,268,56.971392
63,299,5191.58381
62.4,36,4153.497885
61.7,317,429.6561
60,356,422.51968
57,431,3881.29535
55.1,477,3573.146387
54.7,483,3288.257373
55,471,2482.36862
55.7,452,1713.47594
56.5,426,1834.29486
57.4,41,257.99557
69.2,165,743.7653489
69.6,158,76.2386977
69.3,162,688.6172788
68.9,167,681.7925868
68.4,172,692.1166842
68,178,592.1835216
67.5,183,48.7299
67,189,473.844449
66.6,194,393.8843518
66,21,348.6314534
65.4,28,317.89198
64.7,218,287.4156
64.3,22,253.72412
63.1,238,246.375621
63.2,23,248.6183539
62.5,238,231.42554
81.9,57,44292.88473
81.7,58,52157.4687
81.4,6,51574.48942
81.1,62,49474.7561
81.1,63,5354.6536
88,64,5338.25483
86,65,519.349
83,68,56928.8248
82,68,51241.31562
79.8,71,44453.97119
79.4,72,41577.169
79.2,77,39954.64222
78.7,8,35245.1647
78.4,81,28817.32321
78.3,82,26584.12169
78.1,84,25921.12794
81.6,66,3821.8937
81.5,67,4453.24673
81.3,69,42889.88141
81.1,7,3997.25624
86,72,38426.5581
89,71,33691.34837
85,73,282.94193
81,75,31287.77865
81,76,3259.73471
79.9,76,2667.86452
79.9,78,2775.89515
79.2,79,2542.39935
79.1,82,21913.7817
78.7,83,16874.31232
78.5,83,13882.85683
78.6,87,13641.1272
74.8,145,295.966488
74.5,148,1975.46477
73.9,157,1847.19849
73.9,157,1792.3845
74.5,147,1682.957924
73.2,154,1526.497938
73.2,163,1464.497754
72.5,169,1518.85386
72.5,173,1344.31871
73,17,124.992617
71.2,194,1175.116225
71,194,191.55157
76,198,115.565314
75,197,11.147277
73,193,143.6758
73,192,116.2743
61.8,22,358.99731
61.4,223,43.646498
69,227,416.14838
63,232,391.515524
59.4,241,375.5819866
58.2,252,348.151511
57.1,263,341.2894618
56,272,354.8185998
55.2,276,292.55962
54.5,277,258.463873
53.7,278,25.383731
52.9,279,232.5661574
52.1,28,215.8548
51.4,282,177.828384
56,283,165.257247
50,284,158.455972
54.5,344,2655.157977
53.6,362,3221.678128
53.2,367,2996.96432
52.7,374,2755.297787
52.3,375,2527.9423
52,374,2327.3267
51.6,376,197.661422
59,386,1383.893354
55,388,1136.829645
49.8,396,119.743286
49.2,4,87.8938738
48.5,47,648.815852
48.1,41,512.65719
47.7,49,459.4572117
47.4,48,351.7996666
47.1,45,379.1193264
81.8,59,7455.24654
81.6,61,975.49856
81.5,62,1291.435
81.3,61,11563.727
81.1,67,1574.9861
81,66,87646.75346
89,67,817.77681
86,67,9688.5961
85,67,85128.65759
84,7,74114.69715
81,73,66775.3944
79.8,77,5757.26916
79.4,78,5111.65445
78.9,81,4361.1538
78.8,82,38549.58934
78.5,85,38146.71539
76.6,99,16627.36433
76.4,11,2458.45226
76.2,12,21268.7564
76,14,22134.916
75.8,15,2986.36
75.6,16,1928.74739
75.4,18,16784.34616
75.2,19,2275.3536
74.9,113,1585.13226
74.7,115,1448.55
74.3,118,12376.97936
74,122,1129.28886
73.6,127,969.8126
73.3,13,8629.11774
72.9,134,8476.61511
72.6,138,861.18596
66.4,161,1431.244865
66.2,162,1316.98966
66,163,1272.44161
65.7,165,1261.28967
65.5,167,1226.215314
65.1,172,14.142268
64.8,175,16.63999
64.6,177,139.31288
64.4,178,95.4327931
64.2,179,873.772727
62.9,2,711.4699463
63.7,183,649.848233
63.5,185,563.594342
63.2,187,499.8633
63,189,51.6568157
62.8,19,533.8624114
77.8,118,13134.4367
77.6,119,12593.7374
77.5,118,11685.97983
77.2,12,1589.82713
77.3,121,927.723171
76.5,122,7937.259931
76.8,127,7429.628274
76.5,127,6973.9284
76.4,124,668.8667
76.2,125,5348.518399
75.8,122,4916.54886
75.8,123,4591.892776
75.5,126,4267.13578
75.7,125,4126.14671
75.5,124,446.372833
75.7,121,46.29935
62.7,278,2182.716565
62.4,281,229.95364
62.2,284,271.318741
62,285,177.867119
61.8,286,1366.879112
61.6,288,1166.66337
61.4,29,1178.72469
61.1,295,956.668952
68,299,854.346921
64,37,77.5773486
59.9,314,637.3616215
59.6,321,588.3582595
59.3,327,511.665773
59.1,331,539.41528
58.9,335,631.9468526
74,146,419.367724
73.9,147,4712.822736
73.8,148,4479.95858
73.6,148,3855.537735
73.4,15,3988.11894
73.2,152,3225.591754
73,155,2599.596259
72.7,157,359.992184
72.5,159,2312.192926
72.3,161,189.71539
72.1,163,157.145691
71.9,165,148.527976
71.7,166,1174.779347
71.5,168,1148.229882
71.2,17,1417.26582
79,172,1545.626423
75.5,123,63.343259
75.3,125,6491.5245
75.3,125,6583.116248
74.9,129,6387.785281
74.5,133,5771.565878
73.7,14,522.493191
73.8,14,4166.93387
73.9,138,428.87811
74,133,3611.2147
74.2,134,3171.49856
72.8,148,2754.7829
72.2,151,2448.143899
72.1,152,218.25997
72.6,144,259.192958
72.4,142,1981.243653
71.4,154,1996.719689
68.5,211,2878.33837
68.4,214,2842.938353
68.1,219,276.289146
68.1,217,2581.818554
68,218,2352.518156
67.9,218,2129.499242
68,219,1825.341521
67.5,217,1919.466195
67.5,216,1672.685433
67.3,219,1391.772325
67,223,1194.697155
67.3,218,179.3715
67.2,217,11.553196
66.8,221,1.68135
66.8,221,957.287441
66.8,219,138.91977
77.5,117,12565.9876
77.3,12,14341.675
77.1,12,1378.54911
76.8,125,13145.1484
76.7,128,13893.18768
76.3,13,12599.52486
75.7,136,11527.59323
75.5,14,141.44688
75.3,144,1126.31852
75.2,144,94.7726
75,144,821.251569
74.9,143,6681.178818
74.7,142,5693.52416
74.5,145,5196.932921
74.2,149,4981.198619
73.7,153,4492.72764
81.1,76,1922.681
89,78,2277.53613
86,79,21618.73534
83,81,2577.4264
82,85,23196.18375
79.6,88,22538.6548
79.3,9,2363.97161
79,92,24815.6884
78.7,94,2278.5845
78.5,96,19821.44463
77.7,11,18784.9485
78,99,1845.5881
77.3,15,15772.7334
77.2,17,12882.28897
76.9,11,11729.14616
76.6,11,1152.39681
78.2,68,66346.52267
78.1,69,86852.7119
77.9,7,8834.87958
77.8,72,88564.82298
77.5,74,85948.746
77.3,76,736.22784
77,79,61478.23813
76.8,82,82967.37228
76.7,83,675.61258
76.6,83,6256.55926
76.6,84,51488.49529
76.6,84,41818.35256
76.5,85,34176.98183
76.4,85,2999.65492
76.3,87,2843.63635
76.2,88,29986.2915
82.8,56,25683.84565
82.6,58,296.47225
82.4,6,2921.9342
82,61,28562.29324
82.1,63,31834.21816
81.9,64,3736.228
81.6,66,32333.4661
81.3,7,35578.73619
89,72,3279.414
88,73,28482.6948
81,77,2651.71745
81,79,24918.64584
75,133,8958.788593
74.8,135,12.27733
74.6,138,9585.266593
74.4,138,8558.39766
74.3,139,92.277825
73.4,153,8297.483621
73.1,158,822.18329
73.1,159,1136.47356
72.9,154,8214.185378
72.5,157,5828.745662
71.9,162,4676.315183
71.7,165,3552.92452
71.1,174,2774.95586
77,178,2124.873613
78,179,1839.72945
77,175,1668.162731
75,222,9329.298351
73,225,14125.961
70,229,15543.67653
69.6,237,15154.45687
69.4,242,14212.687
68.4,256,1674.98771
68.2,261,8562.89598
67.5,278,11635.2637
67.3,282,911.25385
66.4,3,692.194398
65,327,5323.473877
64.9,321,412.372294
64.6,322,2975.132778
64.8,313,2375.5944
65.1,38,21.362386
65,37,1771.58662
66.1,227,71.348397
65.7,23,76.5699517
65.2,233,688.8768557
64.6,239,678.796973
63.8,247,617.317648
62.8,26,563.491487
61,288,539.1538211
68,282,5.6687264
59.6,295,44.853339
57.6,328,342.3656294
55.3,37,287.931877
53.4,397,236.9114381
52,48,212.6619491
57,415,196.59778
48.6,438,21.569654
48.3,426,216.172747
82.8,56,25683.84565
82.6,58,296.47225
82.4,6,2921.9342
82,61,28562.29324
82.1,63,31834.21816
81.9,64,3736.228
81.6,66,32333.4661
81.3,7,35578.73619
89,72,3279.414
88,73,28482.6948
81,77,2651.71745
81,79,24918.64584
74,125,4149.363444
73.8,128,4178.973369
73.6,131,4219.65123
73.2,136,4234.554443
73,139,3942.9827
72.6,144,3453.487434
76,172,335.112838
72.5,146,359.82223
72.2,149,322.543121
72,153,287.963899
71.6,16,2571.262348
71.4,162,2351.33814
79,169,197.29417
76,174,1631.41727
75,175,1555.47451
72,18,154.68923
67.5,19,1624.63963
67.3,191,1821.878734
67.1,192,1619.532678
66.9,194,138.949959
66.6,198,134.326189
66.2,24,1129.754961
65.8,21,199.57146
65.4,215,1126.46212
65.1,217,894.927988
64.7,22,843.89447
64.3,222,81.86157
63.8,224,693.345683
63.4,225,649.342153
63.1,226,555.8185378
62.8,225,51.216381
62.6,224,
74.5,88,2732.86172
74.4,88,24575.434
74.3,89,24934.38614
74.1,9,2533.9462
73.9,92,2377.74739
73.7,94,19259.58726
73.4,97,1694.2931
73.3,98,237.83234
73.2,99,16472.1665
73.2,1,15334.66994
73.1,11,13739.82945
73.1,12,11138.8746
73,13,9567.458285
72.9,15,8655.311531
72.8,17,8643.4944
72.6,11,9126.954277
66.7,188,98.7256145
66.4,192,152.443873
66,196,148.912351
65.6,2,136.4518
64.9,26,18.25321
64.3,212,11.631377
63.5,219,12.566464
62.8,225,11.33678
62.1,23,95.3978522
61.3,236,89.838296
65,242,773.8698713
59.7,247,733.581811
59,251,642.7663113
58.4,252,513.26227
57.9,251,481.287397
57.5,25,473.45338
75.6,121,5237.255334
75.4,123,62.173221
75.3,122,6353.826383
74.9,126,5659.3824
74.6,127,6423.291783
74.4,128,5411.87744
74.1,131,5821.35397
74,132,671.773913
73.8,132,5458.121718
73.6,133,4129.758741
73,135,3528.1318
73,134,3331.228766
73,134,2832.49652
72.9,133,2149.9944
73.1,135,1634.87561
72.6,141,87.1365252
73.2,168,1539.464
73,17,1557.77892
72.9,172,15687.34795
72.7,174,12845.17363
72.6,177,12189.9516
72.4,18,184.68447
72.3,182,976.9566
72.2,184,11122.8627
72.2,185,12154.82994
72.2,185,1214.39987
72.2,185,1192.5174
72.1,186,1176.65871
72.1,185,8524.961236
72.1,186,8331.261997
72,187,7663.1378
72.9,172,15687.34795
72.7,174,12845.17363
72.6,177,12189.9516
72.4,18,184.68447
72.3,182,976.9566
72.2,184,11122.8627
72.2,185,12154.82994
72.2,185,1214.39987
72.2,185,1192.5174
72.1,186,1176.65871
72.1,185,8524.961236
72.1,186,8331.261997
72,187,7663.1378
71.8,188,7578.85153
51,413,587.538233
48.1,463,78.4394757
54,47,71.8186998
49.7,411,561.8984239
48.9,418,445.525
48.1,424,45.128418
47.1,433,394.5932439
46.2,441,46.3759178
45.3,45,358.8274716
44.3,464,322.313468
43.3,48,287.6891942
42.3,496,263.145817
41.5,57,263.7618312
48,513,249.939542
41,519,227.779471
39,533,139.3147734
83.1,55,53629.73746
82.9,56,56336.7234
82.7,57,5629.18914
82.5,59,54431.16199
82.2,6,53166.67581
82,61,46569.67951
81.7,62,38577.55822
81.4,64,39721.4818
81.1,65,39223.58187
87,66,33579.85948
82,69,29869.85398
79.7,71,2745.27136
79.3,73,23573.6284
79,74,2216.83279
78.7,76,21577.7823
78.3,78,23792.677
82.8,56,25683.84565
82.6,58,296.47225
82.4,6,2921.9342
82,61,28562.29324
82.1,63,31834.21816
81.9,64,3736.228
81.6,66,32333.4661
81.3,7,35578.73619
89,72,3279.414
88,73,28482.6948
81,77,2651.71745
81,79,24918.64584
88,74,2729.86383
87,76,242.67286
85,78,2315.31799
82,81,22486.47167
79.8,84,24985.24827
79.5,87,23437.4722
79.1,9,24633.79785
78.9,96,2751.8127
78.3,12,23841.31792
78.1,17,19726.1265
77.5,14,18169.1891
77.2,113,1726.9151
76.5,119,1488.47154
76.6,117,11814.9994
76.2,124,1479.29634
76,122,1227.73677
69.2,177,1922.41388
68.8,183,29.652622
68.8,182,188.5159
68.7,184,1858.689868
68.5,186,1642.837974
68.3,188,1272.44825
68.1,192,1158.282672
68,193,125.79167
67.6,2,146.931125
67.6,2,948.6592511
67.4,24,88.874858
67.1,29,818.442619
66.8,215,744.7657423
66.5,22,784.9562874
66.2,227,944.81684
65.8,235,154.518572
55,312,426.98537
54.3,321,417.89143
54.2,318,47.5432354
64.8,225,645.4637627
64.2,234,571.1622759
59.8,289,325.3825543
58.5,39,243.326822
57.2,328,193.794956
56,343,161.6266248
55,354,135.7623858
54,363,118.8734466
53.2,369,111.3634356
52.5,372,12.1789279
62.9,328,5769.77258
62,347,6479.625659
69,371,6876.953821
59.2,48,7548.163698
58.9,413,849.954224
58,428,7362.76139
56.5,449,5888.6284
55.3,473,5786.59972
54.5,486,6125.39984
54,496,5631.73485
53.8,498,5414.634326
53.7,497,4863.51688
54,485,3775.68275
54.9,459,2518.398261
56,429,2681.781
57.3,397,337.2253
57.3,332,758.725782
56.6,343,1151.861715
56.4,345,1186.11325
56,347,958.45581
55.4,355,176.9713
55,359,1562.239346
54.3,369,1264.78998
53.6,377,1678.711862
55.3,473,5786.59972
54.5,486,6125.39984
54,496,5631.73485
53.8,498,5414.634326
53.7,497,4863.51688
54,485,3775.68275
54.9,459,2518.398261
56,429,2681.781
82.8,56,25683.84565
82.6,58,296.47225
82.4,6,2921.9342
82,61,28562.29324
82.1,63,31834.21816
81.9,64,3736.228
81.6,66,32333.4661
81.3,7,35578.73619
89,72,3279.414
88,73,28482.6948
81,77,2651.71745
81,79,24918.64584
79.4,83,21495.7741
79.5,83,1719.53541
79.4,84,15323.6114
79.1,86,14676.769
74.9,138,3844.89123
74.7,141,382.54994
74.6,142,361.289374
74.5,143,335.521375
74.5,141,322.992615
74.5,138,2819.511161
71.8,183,216.681584
72.3,172,254.489192
73.7,146,1644.816372
